Code,Title,Description,Source
3141,Textile Furnishings MillsT,Textile Furnishings MillsT,NAICS
31411,Carpet and Rug MillsT,Carpet and Rug MillsT,NAICS
314110,Carpet and Rug Mills,Carpet and Rug Mills,NAICS
31412,Curtain and Linen MillsT,Curtain and Linen MillsT,NAICS
314120,Curtain and Linen Mills,Curtain and Linen Mills,NAICS
3149,Other Textile Product MillsT,Other Textile Product MillsT,NAICS
31491,Textile Bag and Canvas MillsT,Textile Bag and Canvas MillsT,NAICS
314910,Textile Bag and Canvas Mills,Textile Bag and Canvas Mills,NAICS
31499,All Other Textile Product MillsT,All Other Textile Product MillsT,NAICS
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",NAICS
314999,All Other Miscellaneous Textile Product Mills,All Other Miscellaneous Textile Product Mills,NAICS
315,Apparel ManufacturingT,Apparel ManufacturingT,NAICS
3151,Apparel Knitting MillsT,Apparel Knitting MillsT,NAICS
31512,Apparel Knitting MillsT,Apparel Knitting MillsT,NAICS
315120,Apparel Knitting Mills,Apparel Knitting Mills,NAICS
3152,Cut and Sew Apparel ManufacturingT,Cut and Sew Apparel ManufacturingT,NAICS
31521,Cut and Sew Apparel Contractors,Cut and Sew Apparel Contractors,NAICS
315210,Cut and Sew Apparel Contractors,Cut and Sew Apparel Contractors,NAICS
31525,Cut and Sew Apparel Manufacturing (except Contractors),Cut and Sew Apparel Manufacturing (except Contractors),NAICS
315250,Cut and Sew Apparel Manufacturing (except Contractors),Cut and Sew Apparel Manufacturing (except Contractors),NAICS
3159,Apparel Accessories and Other Apparel ManufacturingT,Apparel Accessories and Other Apparel ManufacturingT,NAICS
31599,Apparel Accessories and Other Apparel ManufacturingT,Apparel Accessories and Other Apparel ManufacturingT,NAICS
315990,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,NAICS
316,Leather and Allied Product ManufacturingT,Leather and Allied Product ManufacturingT,NAICS
3161,Leather and Hide Tanning and FinishingT,Leather and Hide Tanning and FinishingT,NAICS
31611,Leather and Hide Tanning and FinishingT,Leather and Hide Tanning and FinishingT,NAICS
316110,Leather and Hide Tanning and Finishing,Leather and Hide Tanning and Finishing,NAICS
3162,Footwear ManufacturingT,Footwear ManufacturingT,NAICS
31621,Footwear ManufacturingT,Footwear ManufacturingT,NAICS
316210,Footwear Manufacturing,Footwear Manufacturing,NAICS
3169,Other Leather and Allied Product ManufacturingT,Other Leather and Allied Product ManufacturingT,NAICS
31699,Other Leather and Allied Product ManufacturingT,Other Leather and Allied Product ManufacturingT,NAICS
316990,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,NAICS
321,Wood Product ManufacturingT,Wood Product ManufacturingT,NAICS
3211,Sawmills and Wood PreservationT,Sawmills and Wood PreservationT,NAICS
32111,Sawmills and Wood PreservationT,Sawmills and Wood PreservationT,NAICS
321113,Sawmills,Sawmills,NAICS
321114,Wood Preservation,Wood Preservation,NAICS
3212,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, and Engineered Wood Product ManufacturingT",NAICS
32121,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, and Engineered Wood Product ManufacturingT",NAICS
321211,Hardwood Veneer and Plywood Manufacturing,Hardwood Veneer and Plywood Manufacturing,NAICS
321212,Softwood Veneer and Plywood Manufacturing,Softwood Veneer and Plywood Manufacturing,NAICS
321215,Engineered Wood Member Manufacturing,Engineered Wood Member Manufacturing,NAICS
321219,Reconstituted Wood Product Manufacturing,Reconstituted Wood Product Manufacturing,NAICS
3219,Other Wood Product ManufacturingT,Other Wood Product ManufacturingT,NAICS
32191,MillworkT,MillworkT,NAICS
321911,Wood Window and Door Manufacturing,Wood Window and Door Manufacturing,NAICS
321912,"Cut Stock, Resawing Lumber, and Planing","Cut Stock, Resawing Lumber, and Planing",NAICS
321918,Other Millwork (including Flooring),Other Millwork (including Flooring),NAICS
32192,Wood Container and Pallet ManufacturingT,Wood Container and Pallet ManufacturingT,NAICS
321920,Wood Container and Pallet Manufacturing,Wood Container and Pallet Manufacturing,NAICS
32199,All Other Wood Product ManufacturingT,All Other Wood Product ManufacturingT,NAICS
321991,Manufactured Home (Mobile Home) Manufacturing,Manufactured Home (Mobile Home) Manufacturing,NAICS
321992,Prefabricated Wood Building Manufacturing,Prefabricated Wood Building Manufacturing,NAICS
321999,All Other Miscellaneous Wood Product Manufacturing,All Other Miscellaneous Wood Product Manufacturing,NAICS
322,Paper ManufacturingT,Paper ManufacturingT,NAICS
3221,"Pulp, Paper, and Paperboard MillsT","Pulp, Paper, and Paperboard MillsT",NAICS
32211,Pulp MillsT,Pulp MillsT,NAICS
322110,Pulp Mills,Pulp Mills,NAICS
32212,Paper MillsT,Paper MillsT,NAICS
322120,Paper Mills,Paper Mills,NAICS
32213,Paperboard MillsT,Paperboard MillsT,NAICS
322130,Paperboard Mills,Paperboard Mills,NAICS
3222,Converted Paper Product ManufacturingT,Converted Paper Product ManufacturingT,NAICS
32221,Paperboard Container ManufacturingT,Paperboard Container ManufacturingT,NAICS
322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated and Solid Fiber Box Manufacturing,NAICS
322212,Folding Paperboard Box Manufacturing,Folding Paperboard Box Manufacturing,NAICS
322219,Other Paperboard Container Manufacturing,Other Paperboard Container Manufacturing,NAICS
32222,Paper Bag and Coated and Treated Paper ManufacturingT,Paper Bag and Coated and Treated Paper ManufacturingT,NAICS
322220,Paper Bag and Coated and Treated Paper Manufacturing,Paper Bag and Coated and Treated Paper Manufacturing,NAICS
32223,Stationery Product ManufacturingT,Stationery Product ManufacturingT,NAICS
322230,Stationery Product Manufacturing,Stationery Product Manufacturing,NAICS
32229,Other Converted Paper Product ManufacturingT,Other Converted Paper Product ManufacturingT,NAICS
322291,Sanitary Paper Product Manufacturing,Sanitary Paper Product Manufacturing,NAICS
322299,All Other Converted Paper Product Manufacturing,All Other Converted Paper Product Manufacturing,NAICS
323,Printing and Related Support ActivitiesT,Printing and Related Support ActivitiesT,NAICS
3231,Printing and Related Support ActivitiesT,Printing and Related Support ActivitiesT,NAICS
32311,PrintingT,PrintingT,NAICS
323111,Commercial Printing (except Screen and Books),Commercial Printing (except Screen and Books),NAICS
323113,Commercial Screen Printing,Commercial Screen Printing,NAICS
323117,Books Printing,Books Printing,NAICS
32312,Support Activities for PrintingT,Support Activities for PrintingT,NAICS
323120,Support Activities for Printing,Support Activities for Printing,NAICS
324,Petroleum and Coal Products ManufacturingT,Petroleum and Coal Products ManufacturingT,NAICS
3241,Petroleum and Coal Products ManufacturingT,Petroleum and Coal Products ManufacturingT,NAICS
32411,Petroleum RefineriesT,Petroleum RefineriesT,NAICS
324110,Petroleum Refineries,Petroleum Refineries,NAICS
32412,"Asphalt Paving, Roofing, and Saturated Materials ManufacturingT","Asphalt Paving, Roofing, and Saturated Materials ManufacturingT",NAICS
324121,Asphalt Paving Mixture and Block Manufacturing,Asphalt Paving Mixture and Block Manufacturing,NAICS
324122,Asphalt Shingle and Coating Materials Manufacturing,Asphalt Shingle and Coating Materials Manufacturing,NAICS
32419,Other Petroleum and Coal Products ManufacturingT,Other Petroleum and Coal Products ManufacturingT,NAICS
324191,Petroleum Lubricating Oil and Grease Manufacturing,Petroleum Lubricating Oil and Grease Manufacturing,NAICS
324199,All Other Petroleum and Coal Products Manufacturing,All Other Petroleum and Coal Products Manufacturing,NAICS
325,Chemical ManufacturingT,Chemical ManufacturingT,NAICS
3251,Basic Chemical ManufacturingT,Basic Chemical ManufacturingT,NAICS
32511,Petrochemical ManufacturingT,Petrochemical ManufacturingT,NAICS
325110,Petrochemical Manufacturing,Petrochemical Manufacturing,NAICS
32512,Industrial Gas ManufacturingT,Industrial Gas ManufacturingT,NAICS
325120,Industrial Gas Manufacturing,Industrial Gas Manufacturing,NAICS
32513,Synthetic Dye and Pigment ManufacturingT,Synthetic Dye and Pigment ManufacturingT,NAICS
325130,Synthetic Dye and Pigment Manufacturing,Synthetic Dye and Pigment Manufacturing,NAICS
32518,Other Basic Inorganic Chemical ManufacturingT,Other Basic Inorganic Chemical ManufacturingT,NAICS
325180,Other Basic Inorganic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,NAICS
32519,Other Basic Organic Chemical ManufacturingT,Other Basic Organic Chemical ManufacturingT,NAICS
325193,Ethyl Alcohol Manufacturing,Ethyl Alcohol Manufacturing,NAICS
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing","Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",NAICS
325199,All Other Basic Organic Chemical Manufacturing,All Other Basic Organic Chemical Manufacturing,NAICS
3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments ManufacturingT","Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments ManufacturingT",NAICS
32521,Resin and Synthetic Rubber ManufacturingT,Resin and Synthetic Rubber ManufacturingT,NAICS
325211,Plastics Material and Resin Manufacturing,Plastics Material and Resin Manufacturing,NAICS
325212,Synthetic Rubber Manufacturing,Synthetic Rubber Manufacturing,NAICS
32522,Artificial and Synthetic Fibers and Filaments ManufacturingT,Artificial and Synthetic Fibers and Filaments ManufacturingT,NAICS
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Artificial and Synthetic Fibers and Filaments Manufacturing,NAICS
3253,"Pesticide, Fertilizer, and Other Agricultural Chemical ManufacturingT","Pesticide, Fertilizer, and Other Agricultural Chemical ManufacturingT",NAICS
32531,Fertilizer and Compost ManufacturingT,Fertilizer and Compost ManufacturingT,NAICS
325311,Nitrogenous Fertilizer Manufacturing,Nitrogenous Fertilizer Manufacturing,NAICS
325312,Phosphatic Fertilizer Manufacturing,Phosphatic Fertilizer Manufacturing,NAICS
325314,Fertilizer (Mixing Only) Manufacturing,Fertilizer (Mixing Only) Manufacturing,NAICS
325315,Compost Manufacturing,Compost Manufacturing,NAICS
32532,Pesticide and Other Agricultural Chemical ManufacturingT,Pesticide and Other Agricultural Chemical ManufacturingT,NAICS
325320,Pesticide and Other Agricultural Chemical Manufacturing,Pesticide and Other Agricultural Chemical Manufacturing,NAICS
3254,Pharmaceutical and Medicine ManufacturingT,Pharmaceutical and Medicine ManufacturingT,NAICS
32541,Pharmaceutical and Medicine ManufacturingT,Pharmaceutical and Medicine ManufacturingT,NAICS
325411,Medicinal and Botanical Manufacturing,Medicinal and Botanical Manufacturing,NAICS
325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical Preparation Manufacturing,NAICS
325413,In-Vitro Diagnostic Substance Manufacturing,In-Vitro Diagnostic Substance Manufacturing,NAICS
325414,Biological Product (except Diagnostic) Manufacturing,Biological Product (except Diagnostic) Manufacturing,NAICS
3255,"Paint, Coating, and Adhesive ManufacturingT","Paint, Coating, and Adhesive ManufacturingT",NAICS
32551,Paint and Coating ManufacturingT,Paint and Coating ManufacturingT,NAICS
325510,Paint and Coating Manufacturing,Paint and Coating Manufacturing,NAICS
32552,Adhesive ManufacturingT,Adhesive ManufacturingT,NAICS
325520,Adhesive Manufacturing,Adhesive Manufacturing,NAICS
3256,"Soap, Cleaning Compound, and Toilet Preparation ManufacturingT","Soap, Cleaning Compound, and Toilet Preparation ManufacturingT",NAICS
32561,Soap and Cleaning Compound ManufacturingT,Soap and Cleaning Compound ManufacturingT,NAICS
325611,Soap and Other Detergent Manufacturing,Soap and Other Detergent Manufacturing,NAICS
325612,Polish and Other Sanitation Good Manufacturing,Polish and Other Sanitation Good Manufacturing,NAICS
325613,Surface Active Agent Manufacturing,Surface Active Agent Manufacturing,NAICS
32562,Toilet Preparation ManufacturingT,Toilet Preparation ManufacturingT,NAICS
325620,Toilet Preparation Manufacturing,Toilet Preparation Manufacturing,NAICS
3259,Other Chemical Product and Preparation ManufacturingT,Other Chemical Product and Preparation ManufacturingT,NAICS
32591,Printing Ink ManufacturingT,Printing Ink ManufacturingT,NAICS
325910,Printing Ink Manufacturing,Printing Ink Manufacturing,NAICS
32592,Explosives ManufacturingT,Explosives ManufacturingT,NAICS
325920,Explosives Manufacturing,Explosives Manufacturing,NAICS
32599,All Other Chemical Product and Preparation ManufacturingT,All Other Chemical Product and Preparation ManufacturingT,NAICS
325991,Custom Compounding of Purchased Resins,Custom Compounding of Purchased Resins,NAICS
325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing","Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",NAICS
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing,NAICS
326,Plastics and Rubber Products ManufacturingT,Plastics and Rubber Products ManufacturingT,NAICS
3261,Plastics Product ManufacturingT,Plastics Product ManufacturingT,NAICS
32611,Plastics Packaging Materials and Unlaminated Film and Sheet ManufacturingT,Plastics Packaging Materials and Unlaminated Film and Sheet ManufacturingT,NAICS
326111,Plastics Bag and Pouch Manufacturing,Plastics Bag and Pouch Manufacturing,NAICS
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,NAICS
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,NAICS
32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape ManufacturingT","Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape ManufacturingT",NAICS
326121,Unlaminated Plastics Profile Shape Manufacturing,Unlaminated Plastics Profile Shape Manufacturing,NAICS
326122,Plastics Pipe and Pipe Fitting Manufacturing,Plastics Pipe and Pipe Fitting Manufacturing,NAICS
32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape ManufacturingT","Laminated Plastics Plate, Sheet (except Packaging), and Shape ManufacturingT",NAICS
326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",NAICS
32614,Polystyrene Foam Product ManufacturingT,Polystyrene Foam Product ManufacturingT,NAICS
326140,Polystyrene Foam Product Manufacturing,Polystyrene Foam Product Manufacturing,NAICS
32615,Urethane and Other Foam Product (except Polystyrene) ManufacturingT,Urethane and Other Foam Product (except Polystyrene) ManufacturingT,NAICS
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane and Other Foam Product (except Polystyrene) Manufacturing,NAICS
32616,Plastics Bottle ManufacturingT,Plastics Bottle ManufacturingT,NAICS
326160,Plastics Bottle Manufacturing,Plastics Bottle Manufacturing,NAICS
32619,Other Plastics Product ManufacturingT,Other Plastics Product ManufacturingT,NAICS
326191,Plastics Plumbing Fixture Manufacturing,Plastics Plumbing Fixture Manufacturing,NAICS
326199,All Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing,NAICS
3262,Rubber Product ManufacturingT,Rubber Product ManufacturingT,NAICS
32621,Tire ManufacturingT,Tire ManufacturingT,NAICS
326211,Tire Manufacturing (except Retreading),Tire Manufacturing (except Retreading),NAICS
326212,Tire Retreading,Tire Retreading,NAICS
32622,Rubber and Plastics Hoses and Belting ManufacturingT,Rubber and Plastics Hoses and Belting ManufacturingT,NAICS
326220,Rubber and Plastics Hoses and Belting Manufacturing,Rubber and Plastics Hoses and Belting Manufacturing,NAICS
32629,Other Rubber Product ManufacturingT,Other Rubber Product ManufacturingT,NAICS
326291,Rubber Product Manufacturing for Mechanical Use,Rubber Product Manufacturing for Mechanical Use,NAICS
326299,All Other Rubber Product Manufacturing,All Other Rubber Product Manufacturing,NAICS
327,Nonmetallic Mineral Product ManufacturingT,Nonmetallic Mineral Product ManufacturingT,NAICS
